/tmp/nix-shell.wI2XoQ/RenderDoc/textured_terrain_test_2026.09.17_11.30.41_frame10.rdc - Frame #10

 EID  | Event                                                                                                              | Action #
2341  |   - vkCmdDrawIndexedIndirect(1) => <102, 1>                                                                        | 940   
2343  |   - vkCmdDrawIndexedIndirect(1) => <120, 1>                                                                        | 941   
2345  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 942   
2347  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 943   
2349  |   - vkCmdDrawIndexedIndirect(1) => <120, 1>                                                                        | 944   
2351  |   - vkCmdDrawIndexedIndirect(1) => <162, 1>                                                                        | 945   
2353  |   - vkCmdDrawIndexedIndirect(1) => <138, 1>                                                                        | 946   
2355  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 947   
2357  |   - vkCmdDrawIndexedIndirect(1) => <144, 1>                                                                        | 948   
2359  |   - vkCmdDrawIndexedIndirect(1) => <36, 1>                                                                         | 949   
2361  |   - vkCmdDrawIndexedIndirect(1) => <54, 1>                                                                         | 950   
2363  |   - vkCmdDrawIndexedIndirect(1) => <120, 1>                                                                        | 951   
2365  |   - vkCmdDrawIndexedIndirect(1) => <108, 1>                                                                        | 952   
2367  |   - vkCmdDrawIndexedIndirect(1) => <198, 1>                                                                        | 953   
2369  |   - vkCmdDrawIndexedIndirect(1) => <108, 1>                                                                        | 954   
2371  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 955   
2373  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 956   
2375  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 957   
2377  |   - vkCmdDrawIndexedIndirect(1) => <180, 1>                                                                        | 958   
2379  |   - vkCmdDrawIndexedIndirect(1) => <168, 1>                                                                        | 959   
2381  |   - vkCmdDrawIndexedIndirect(1) => <108, 1>                                                                        | 960   
2383  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 961   
2385  |   - vkCmdDrawIndexedIndirect(1) => <108, 1>                                                                        | 962   
2387  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 963   
2389  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 964   
2391  |   - vkCmdDrawIndexedIndirect(1) => <102, 1>                                                                        | 965   
2393  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 966   
2395  |   - vkCmdDrawIndexedIndirect(1) => <126, 1>                                                                        | 967   
2397  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 968   
2399  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 969   
2401  |   - vkCmdDrawIndexedIndirect(1) => <156, 1>                                                                        | 970   
2403  |   - vkCmdDrawIndexedIndirect(1) => <132, 1>                                                                        | 971   
2405  |   - vkCmdDrawIndexedIndirect(1) => <120, 1>                                                                        | 972   
2407  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 973   
2409  |   - vkCmdDrawIndexedIndirect(1) => <126, 1>                                                                        | 974   
2411  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 975   
2413  |   - vkCmdDrawIndexedIndirect(1) => <96, 1>                                                                         | 976   
2414  |   - vkCmdEndRenderPass(C=Store, D=Store)                                                                           | 977   
2416  | - => vkQueueSubmit(33)[28]: vkEndCommandBuffer(Baked Command Buffer 10008)                                         | 977   
2417  | - => vkQueueSubmit(33)[29]: vkBeginCommandBuffer(Baked Command Buffer 10021)                                       | 977   
2419  | - => vkQueueSubmit(33)[29]: vkEndCommandBuffer(Baked Command Buffer 10021)                                         | 977   
2420  | - => vkQueueSubmit(33)[30]: vkBeginCommandBuffer(Baked Command Buffer 10014)                                       | 977   
2421  | - => vkQueueSubmit(33)[30]: vkEndCommandBuffer(Baked Command Buffer 10014)                                         | 977   
2422  | - => vkQueueSubmit(33)[31]: vkBeginCommandBuffer(Baked Command Buffer 10012)                                       | 977   
2423  | - upscaling                                                                                                        | 977-978
2426  |  \- vkCmdBeginRenderPass(Clear)                                                                                    | 977   
2429  |   - vkCmdDraw(3, 1)                                                                                                | 977   
2430  |   - vkCmdEndRenderPass(Store)                                                                                      | 978   
2432  | - => vkQueueSubmit(33)[31]: vkEndCommandBuffer(Baked Command Buffer 10012)                                         | 978   
2433  | - => vkQueueSubmit(33)[32]: vkBeginCommandBuffer(Baked Command Buffer 10022)                                       | 978   
2435  | - => vkQueueSubmit(33)[32]: vkEndCommandBuffer(Baked Command Buffer 10022)                                         | 978   
2443  | - => vkQueueSubmit(1)[0]: vkBeginCommandBuffer(Baked Command Buffer 10023)                                         | 978   
2444  | - => vkQueueSubmit(1)[0]: vkEndCommandBuffer(Baked Command Buffer 10023)                                           | 978   
2446  | - vkQueuePresentKHR(Swapchain Image 359)                                                                           | 978   
